Week,Julian_Day,Date,Time,Habitat.type,Group #,Drift fence,Trap #,Board #,Humid (r.h.),sun *,Temp (deg C),Spiders,Scorpions,beetles,Ants,millipedes,Crickets,Roaches,Isopods,centipedes,snails,Worms,harvestmen,Earwigs,Other Captures,Bucket Flooded? Note Depth,Comments,Class
,22286,10/13/2022,9:45,Field,,1,3,,,,,,,,,,,,,,1,,,,,,,Vert bio
,22286,10/13/2022,9:45,Field,,1,4,,,,,,,,,,,,,,,,,,,,No inverts,Vert bio
,22287,10/14/2022,,Field,,1,1,,,,,,,,>10,,,,,,,,,,,,,Vert bio
,22287,10/14/2022,,Field,,1,2,,,,,,,,3,,,,,,,,,,,,,Vert bio
,22287,10/14/2022,,Field,,1,3,,,,,,,,2,,,,,,4,,,,,,,Vert bio
,22287,10/14/2022,,Field,,1,4,,,,,,,,5,,,,,,2,,1,,1 assisin bug,,,Vert bio
,22293,10/20/2022,9:01,Field,,1,1,,,,,,,,2,,,,,,,,,,,,,Vert bio
,22293,10/20/2022,9:01,Field,,1,2,,,,,,,,50,,,,,,,,,,,,,Vert bio
,22293,10/20/2022,9:01,Field,,1,3,,,,,,,1,,,,,,,,,,,,,,Vert bio
,22293,10/20/2022,9:01,Field,,1,4,,,,,,,,50,,,,,,,,,,,,,Vert bio
,22294,10/21/2022,14:45,Field,,1,1,,,,,,,,abundant,,,,,,1,,,,1 velvet ant,,,Vert bio
,22294,10/21/2022,14:45,Field,,1,2,,,,,1,,,abundant,,,,,,,,1,,,,,Vert bio
,22294,10/21/2022,14:45,Field,,1,3,,,,,,,1,abundant,,,,,,,,,,,,,Vert bio
,22294,10/21/2022,14:45,Field,,1,4,,,,,,,,abundant,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:35,Field,,1,1,,,,,,,1,20+,,,,,,1,,,,beetle was dead,,,Vert bio
,22295,10/22/2022,8:35,Field,,1,2,,,,,,,,5,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:35,Field,,1,3,,,,,,,1,,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:35,Field,,1,4,,,,,,,,8,,,,,,,,,,,,,Vert bio
,22301,10/28/2022,14:45,Field,,1,1,,,,,,,,4,,,,,,2,,,,wasp,,,Vert bio
,22301,10/28/2022,14:45,Field,,1,2,,,,,,,,1,,,,,,1,,,,,,,Vert bio
,22301,10/28/2022,14:45,Field,,1,3,,,,,,,,2,,1,,,,3,,,,,,,Vert bio
,22301,10/28/2022,14:45,Field,,1,4,,,,,1,,2,5,2,1,,,,2,,,,silverfish,,,Vert bio
,22308,11/4/2022,14:46,Field,,1,1,,56.2,,76.4,,,,,,,1,,,,,,,,,,Vert bio
,22308,11/4/2022,14:46,Field,,1,2,,56.2,,76.4,,,,,,,,,,,,,,,,,Vert bio
,22308,11/4/2022,14:46,Field,,1,3,,56.2,,76.4,,,,,,,,,,,,,,,,,Vert bio
,22308,11/4/2022,14:46,Field,,1,4,,56.2,,76.4,1,,2,3,,,,,,,,,,,,,Vert bio
,22309,11/5/2022,8:36,Field,,1,1,,69.1,,68.2,1,,,,,,,,,1,,,,,,,Vert bio
,22309,11/5/2022,8:36,Field,,1,2,,69.1,,68.2,1,,,,,1,,,,2,,,,,,,Vert bio
,22309,11/5/2022,8:36,Field,,1,3,,69.1,,68.2,,,,,,,,,,3,,,,,,,Vert bio
,22309,11/5/2022,8:36,Field,,1,4,,69.1,,68.2,,,3,,,,,,,2,,,,,,,Vert bio
,23040,2/9/2023,13:50,Field,,1,1,,70.1,,74.7,1,,,,,,,,,,,,,,,,Herpetology
,23040,2/9/2023,13:50,Field,,1,2,,70.1,,74.7,,,1,,1,1,,,,,,,,,,,Herpetology
,23040,2/9/2023,13:50,Field,,1,3,,70.1,,74.7,1,,,,,,,,,3,,,1,,,,Herpetology
,23040,2/9/2023,13:50,Field,,1,4,,70.1,,74.7,,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:04,Field,,1,1,,62.5,,57.7,1,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:04,Field,,1,2,,62.5,,57.7,,,,,,,,,,1,,,,,,,Herpetology
,23041,2/10/2023,15:04,Field,,1,3,,62.5,,57.7,,,1,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:04,Field,,1,4,,62.5,,57.7,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Field,,1,1,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Field,,1,2,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Field,,1,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Field,,1,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,14:45,Field,,1,1,,,,,,,,lots,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,14:45,Field,,1,2,,,,,,,1,,,,,,1,,,,,,,,Herpetology
,23062,3/3/2023,14:45,Field,,1,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,14:45,Field,,1,4,,,,,,1,,,,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Field,,1,1,,,,,,,,,,,,,,,,,,1 weird larva,,,Herpetology
,23075,3/16/2023,,Field,,1,2,,,,,,,,,,,,,,,,,,1 weird larva,,,Herpetology
,23075,3/16/2023,,Field,,1,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Field,,1,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Field,,1,1,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Field,,1,2,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Field,,1,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Field,,1,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23023,1/23/2023,,Field,1,1,1,,44.7,3,12.2,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,Ecology
,23023,1/23/2023,,Field,2,1,2,,44.7,3,12.2,0,0,2,85,0,1,0,0,0,0,0,0,0,,,,Ecology
,23023,1/23/2023,,Field,3,1,3,,44.7,3,12.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23023,1/23/2023,,Field,4,1,4,,49.7,3,12.2,0,0,0,2,0,0,0,0,0,2,0,0,0,"1 moth , 1 grasshopper",,,Ecology
,23023,1/23/2023,,Field,2,1,,30,44.7,3,12.2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,,Ecology
,23023,1/23/2023,,Field,1,1,,29,44.7,3,12.2,0,0,0,50,0,0,0,0,0,1,0,0,0,,,,Ecology
,23023,1/23/2023,,Field,3,1,,28,44.7,3,12.2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23023,1/23/2023,,Field,4,1,,27,44.7,3,12.2,0,0,1,25,0,0,0,0,1,2,0,0,0,0,,,Ecology
,23023,1/23/2023,,Field,,1,,25,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,1,Field,,1,1,,27.8,3,16.2,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,Ecology
,23024,1/24/2023,2,Field,,1,2,,27.8,3,16.2,,,1,3,,,,,,,,,,,,,Ecology
,23024,1/24/2023,3,Field,,1,3,,27.8,2,16.2,0,0,0,1,0,0,1,0,0,0,0,0,0,"1 unknown fly, 1 larvae",,,Ecology
,23024,1/24/2023,4,Field,,1,4,,27.8,2,16.2,,,1,3,,,,,,1,,,,,,,Ecology
,23024,1/24/2023,,Field,,1,,30,27.8,3,16.2,,,,200,,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Field,,1,,29,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,3,Field,,1,,28,27.8,2,16.2,,,5,150,1,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Field,,1,,27,27.8,2,16.2,,,,1,1,,,,,,,,,,,,Ecology
,23024,1/24/2023,1,Field,,1,,25,27.8,3,16.2,0,0,0,400,0,0,0,0,0,1,0,0,0,,,,Ecology
,23025,1/25/2023,,Field,1,1,1,,55.3,1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes full,,Ecology
,23025,1/25/2023,,Field,2,1,2,,55.3,1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,Ecology
,23025,1/25/2023,,Field,3,1,3,,55.3,2,18.3,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,Ecology
,23025,1/25/2023,,Field,4,1,4,,55.3,2,,1,,,50,,,,,,,,,,"tall, grassy field",,,Ecology
,23025,1/25/2023,,Field,,1,,30,,,,,,,,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Field,1,1,,29,55.3,1,18.3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,n/a,,Ecology
,23025,1/25/2023,,Field,,1,,28,55.3,2,18.3,0,0,0,200,0,0,0,0,0,1,0,0,0,,,,Ecology
,23025,1/25/2023,,Field,4,1,,27,55.3,2,n/a,,,,,,,,,,,,,,"tall, grassy field",,,Ecology
,23025,1/25/2023,,Field,,1,,25,55.3,1,18.3,0,0,0,7,0,0,0,0,2,0,0,0,0,,,,Ecology
,23026,1/26/2023,,Field,1,1,1,,35.2,3,11.7,,,2,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,2,1,2,,35.2,3,11.6,,,1,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,3,1,3,,35.2,3,11.6,,,,1,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,4,1,4,,35.2,3,11.6,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,30,35.2,3,11.6,,,,50,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,29,35.2,3,11.7,1,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,28,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,27,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,25,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,53,37.4,3,13.2,,,,1,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,39,34.1,3,13.6,,,,,,1,,,2,4,,,,,,,Ecology
,23026,1/26/2023,,Field,,1,,43,39.8,3,14.8,,,,1,,,1,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,1,1,1,,28.9,2,13.6,1,,1,2,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,2,1,2,,28.7,3,13.6,2,,1,28,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,3,1,3,,28.7,2,13.6,,,,2,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,4,1,4,,28.7,2,13.6,1,,1,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,4,1,,30,28.7,2,13.6,,,,60,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,,1,,29,28.9,2,13.6,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,,1,,28,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,,1,,27,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Field,,1,,25,45.7,3,12.9,,,,50,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Field,1,1,1,,58.1,3,21.8,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Field,2,1,2,,50.1,3,21.8,1,0,0,1,0,2,0,1,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Field,3,1,3,,50.1,3,21.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N/A,,Ecology
,23044,2/13/2023,,Field,4,1,4,,50.1,3,21.8,0,0,0,5,0,0,1,0,0,1,0,0,0,0,,,Ecology
,23044,2/13/2023,,Field,1,1,,30,50.1,3,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Field,,1,,29,,,,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Field,3,1,,28,50.1,3,21.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Ecology
,23044,2/13/2023,,Field,2,1,,27,50.1,3,21.8,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Field,4,1,,25,50.1,3,21.8,0,0,0,60,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23045,2/14/2023,1,Field,,1,1,,29.7,3,25.7,0,0,3,5,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23045,2/14/2023,2,Field,,1,2,,29.7,3,25.7,,1,,1,,,,1,,,,,,,,,Ecology
,23045,2/14/2023,3,Field,,1,3,,29.7,2,25.7,,1,,2,,,,,,1,3,,,,,,Ecology
,23045,2/14/2023,4,Field,,1,4,,29.9,2,25.7,,,,3,,,,,,,,,,,,,Ecology
,23045,2/14/2023,,Field,,1,,30,,,,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,,Field,,1,,29,,,,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,3,Field,,1,,28,29.7,2,25.7,,,,,,,,,,3,,,,,,,Ecology
,23045,2/14/2023,4,Field,,1,,27,29.9,2,25.7,,,,1,,,,1,,,,,,,,,Ecology
,23045,2/14/2023,1,Field,,1,,25,29.7,3,25.7,0,0,0,2000,0,0,0,0,0,0,0,0,0,,,,Ecology
,23046,2/15/2023,,Field,1,1,1,,57.5,1,25.8,1,,1,2,,,,,,,,,,,N/A,,Ecology
,23046,2/15/2023,,Field,2,1,2,,57.5,1,25.8,,,1,2,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Field,3,1,3,,57.5,1,25.8,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,Ecology
,23046,2/15/2023,,Field,4,1,4,,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Field,,1,,30,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Field,1,1,,29,68.9,1,25.8,,,,2,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Field,,1,,28,68.8,1,25.8,0,0,0,100,0,0,0,0,0,1,0,0,0,one ladybug,,,Ecology
,23046,2/15/2023,,Field,,1,,27,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Field,2,1,,25,65.7,1,25.8,,,,100,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Field,1,1,1,,60,1,26,1,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Field,2,1,2,,60.3,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23047,2/16/2023,,Field,3,1,3,,60,1,26,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,Ecology
,23047,2/16/2023,,Field,4,1,4,,60,1,22.6,1,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Field,,1,,30,60.3,1,26,,,,200,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Field,,1,,29,,,,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Field,,1,,28,59,1,,1,,,>50,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Field,,1,,27,57,1,22.6,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Field,,1,,25,59.8,1,26,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Field,1,1,1,,45.7,1,12.9,,,,20,,,,,,1,,,,,,,Ecology
,23048,2/17/2023,,Field,2,1,2,,45.7,3,12.9,,,,,,1,,,,,,,,,,,Ecology
,23048,2/17/2023,,Field,3,1,3,,45.7,,12.9,,,1,1,1,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Field,4,1,4,,45.7,,12.9,,,,,2,,,,1,,,,,,,,Ecology
,23048,2/17/2023,,Field,,1,,30,,,,,,,100,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Field,,1,,29,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Field,,1,,28,45.7,1,12.9,,,,100,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Field,,1,,27,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Field,,1,,25,,,,,,,,,,,,,1,,,,,,,Ecology
,23051,2/20/2023,,Field,1,1,1,,62.2,3,20.5,4,0,1,100,0,0,0,0,0,0,0,0,0,0,no,,Ecology
,23051,2/20/2023,,Field,2,1,2,,62.2,,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23051,2/20/2023,,Field,3,1,3,,62.2,cloudy,20.5,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Ecology
,23051,2/20/2023,,Field,4,1,4,,62.2,1,20.5,0,0,0,3,0,0,0,0,1,0,0,0,0,,,,Ecology
,23051,2/20/2023,,Field,,1,,30,,,,,,,,,,,,,,,,,,,,Ecology
,23051,2/20/2023,,Field,1,1,,29,74.3,cloudy,20.5,4,0,1,100,0,0,0,0,0,0,0,0,0,0,0,,Ecology
,23051,2/20/2023,,Field,4,1,,28,67.7,Cloudy,20.5,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,,Ecology
,23051,2/20/2023,,Field,2,1,,27,80.8,cloudy,20.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Ecology
,23051,2/20/2023,,Field,,1,,25,81.4,cloudy,20.5,0,0,6,500,0,0,0,0,0,4,0,0,0,,,,Ecology
,23052,2/21/2023,1,Field,,1,1,,53.1,2,26.3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,,,Ecology
,23052,2/21/2023,2,Field,,1,2,,53.1,2,26.3,0,0,0,5,0,1,0,0,0,0,0,0,0,,,,Ecology
,23052,2/21/2023,3,Field,,1,3,,60.9,2,26.6,,,,,,,,,,,,,,,,,Ecology
,23052,2/21/2023,4,Field,,1,4,,53.1,2,26.3,1,,1,5,,,,,,,,,,,,,Ecology
,23052,2/21/2023,2,Field,,1,,30,53.1,2,26.3,,,,3577,,,,,,,,,,,,,Ecology
,23052,2/21/2023,1,Field,,1,,29,53.1,2,26.3,,,,5,,,,,,2,,,,2 flies,,,Ecology
,23052,2/21/2023,3,Field,,1,,28,53.1,2,26.3,,,,120,,,,,,,,,,1 slug,,,Ecology
,23052,2/21/2023,,Field,,1,,27,53.1,2,26.3,,,,20,,,,,,,,,,,,,Ecology
,23052,2/21/2023,,Field,,1,,25,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Field,1,1,1,,50.2,1,31.3,0,0,0,31,0,0,0,0,0,0,0,0,0,,0,,Ecology
,23053,2/22/2023,,Field,2,1,2,,50.2,3,31.3,,,,,,,,,,,,,,,no,,Ecology
,23053,2/22/2023,,Field,3,1,3,,50.2,3,31.3,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,Ecology
,23053,2/22/2023,,Field,4,1,4,,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Field,,1,,30,46.3,3,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23053,2/22/2023,,Field,,1,,29,43.1,3,31.3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,,,Ecology
,23053,2/22/2023,,Field,,1,,28,64.3,3,31.3,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,Ecology
,23053,2/22/2023,,Field,1,1,,27,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Field,,1,,25,,,,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Field,1,1,1,,69.2,1,28.1,1,,1,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Field,2,1,2,,69.2,,28.1,0,0,0,0,1,0,0,0,0,0,0,0,0,Grass Hopper (1),,,Ecology
,23054,2/23/2023,,Field,3,1,3,,69.2,1,28.1,,,,,,,,,,1,,,,,,,Ecology
,23054,2/23/2023,,Field,4,1,4,,69.2,1,28.1,,,,34,,,,,,,,,,Bee,,,Ecology
,23054,2/23/2023,,Field,,1,,30,69.5,,28.1,,,,500+,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Field,,1,,29,,1,28.1,,,,,,,,,,2,,,,,,,Ecology
,23054,2/23/2023,,Field,,1,,28,80,,28.1,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Field,,1,,27,67.7,,28.1,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Field,,1,,25,,,28.1,,,,135,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,1,1,1,,80.5,,27.1,2,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,2,1,2,,80.5,1,27.1,,,,170,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,3,1,3,,80.5,1,27.1,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,4,1,4,,80.5,1,27.1,1,,1,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,,1,,30,80.5,1,27.1,,,,500,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,,1,,29,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,,1,,28,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,,1,,27,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Field,,1,,25,80.5,1,27.1,,,,30,,,,,,,,,,,,,Ecology
,23082,3/23/2023,14:09,Field,,1,1,,,,,,,,5,,,,,,2,,,,,,,
,23082,3/23/2023,14:09,Field,,1,2,,,,,1,,,5,,,,,,1,,,,1 mite,,,
,23082,3/23/2023,14:09,Field,,1,3,,,,,1,,,,,,,,,,,,,,,,
,23082,3/23/2023,14:09,Field,,1,4,,,,,,,1,,,,1,,,,,,,,,,
,23083,3/24/2023,14:43,Field,,1,1,,55,,78,,,,,,,,,,2,,,,,,,
,23083,3/24/2023,14:43,Field,,1,2,,55,,78,,,1,,,,,,,,,,,,,,
,23083,3/24/2023,14:43,Field,,1,3,,55,,78,,,,,,,,,,,,,,,,,
,23083,3/24/2023,14:43,Field,,1,4,,55,,78,,,,,,,,,,,,,,,,,
,23084,3/25/2023,8:52,Field,,1,1,,87.6,,16.8,,,1,,,,,,,,,,,,,,
,23084,3/25/2023,8:52,Field,,1,2,,87.6,,16.8,,,2,20,,,,,,1,,,,,,,
,23084,3/25/2023,8:52,Field,,1,3,,87.6,,16.8,1,,1,,1,,,,,,,,,,,,
,23084,3/25/2023,8:52,Field,,1,4,,87.6,,16.8,2,,2,,,,1,,,1,,,,,,,
,23089,3/30/2023,13:55,Field,,1,1,,45,,26.5,,,,,,,,,,1,,,,,,,
,23089,3/30/2023,13:55,Field,,1,2,,45,,26.5,,,,,,,,1,,2,,,,,,,
,23089,3/30/2023,13:55,Field,,1,3,,45,,26.5,,,,,,,,,,1,,,,,,,
,23089,3/30/2023,13:55,Field,,1,4,,45,,26.5,,,,9,,,,,,,,,,,,,
,23090,3/31/2023,15:00,Field,,1,1,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,15:00,Field,,1,2,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,15:00,Field,,1,3,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,15:00,Field,,1,4,,51.7,,26,,,,,,,,,,,,,,,,,
,23091,4/1/2023,,Field,,1,1,,88.5,,21.6,,,,,,,,,,,,,,,,Traps not opened,
,23091,4/1/2023,,Field,,1,2,,88.5,,21.6,,,,,,,,,,,,,,,,Traps not opened,
,23091,4/1/2023,,Field,,1,3,,88.5,,21.6,,,,,,,,,,,,,,,,Traps not opened,
,23091,4/1/2023,,Field,,1,4,,88.5,,21.6,,,,,,,,,,,,,,,,Traps not opened,
1,22045,2/14/2022,12:00,Field,1,2,1,,28,3,21.7,,,1,,,,,,,,,,,mite - 1,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,1,2,1,,100,1,13.1,,,,,1,,,,,,,,,,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,2,2,2,,28,3,21.67,,,,,,,,,,,,,,ants,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,2,2,2,,100,1,13.1,,,,,,,,,,,,,,,,raining,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,4,2,3,,28,3,21.67,,,,1,,,,,,,,,,,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,2,2,3,,100,1,13.1,,,,,,,,,,,,,,,,raining,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,2,2,4,,28,3,21.67,,,1,,,,,,,,,,,,,field,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,4,2,4,,100,1,13.11,,,,,,,,,,,,,,Springtails,,flooded,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,,2,,39,28,3,22,0,,0,,0,,,,0,1,,0,,Walking stick bug,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,,2,,47,28,3,22,0,,0,,0,,,,0,0,,0,,,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,,2,,12,28,3,22,0,,0,,0,,,,0,1,,0,,Ants,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,,2,,48,28,3,22,0,,0,,0,,,,0,1,,0,,,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Field,,2,,37,28,3,22,0,,1,,0,,,,0,0,,0,,Ants,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,,2,,39,100,1,13.11,0,,0,,0,,,,0,2,,0,,,,99.6,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,,2,,47,100,1,13.11,0,,0,,0,,,,0,0,,0,,,,100,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,,2,,12,100,1,13.11,0,,0,,0,,,,0,0,,0,,slug,,100,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,,2,,48,100,1,13.11,0,,0,,0,,,,0,2,,0,,,,100,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Field,,2,,37,100,1,13.11,0,,0,,0,,,,0,4,,0,,slug,,100,"Ecology,(Mon section)"
1,22046,2/15/2022,12:00,Field,1,2,1,,45.3,3,72.9,2,,2,,,,,,,,,,,,,"0 sticks, 0 leaves",Ecology (Tues section)
1,22046,2/15/2022,12:00,Field,2,2,2,,45.3,3,72.9,0,,0,,0,,,,0,0,,0,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Field,3,2,3,,45.3,3,72.9,,,,,,,,,,,,,,,,No species,Ecology (Tues section)
1,22046,2/15/2022,12:00,Field,4,2,4,,45.3,3,72.9,,,,,,,,,,,,1,,1 grasshopper 1 stickbug,,,Ecology (Tues section)
2,22053,2/22/22,12:00,Field,1,2,1,,74.1,2,74.1,2,,,10,,,,,,,,,,"10 ants, 7 inverts",,0 leaves/sticks,Ecology (Tues section)
2,22053,2/22/22,12:00,Field,2,2,2,,74.1,2,74.1,1,,1,,0,,,,0,1,,0,,bunch of flies,,,Ecology (Tues section)
2,#VALUE!,2.22.22,12:00,Field,3,2,3,,74.9,2,74.4,3,,1,6,0,,,,0,0,,0,,"slug, yellowjacket, 6 ants",,,Ecology (Tues section)
2,22053,2/22/22,12:00,Field,4,2,4,,74.1,2,74.1,0,,0,,0,,,,0,0,,0,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Field,,2,,39,58.5,3,72.9,,,,,,,,,,1,,,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Field,1,2,,47,54.5,3,72.9,,,,,,,,,,,,,,,,,Ecology (Tues section)
